timestamp,open,high,low,close,volume,quote_asset_volume,n_trades,taker_buy_base_volume,taker_buy_quote_volume
1694556000000.0,1.0349,1.0349,1.0186,1.0195,3866278.0,3965713.3085,19643.0,1700536.0,1744252.018
1694559600000.0,1.0193,1.0203,1.007,1.0104,5092579.0,5163514.5986,25959.0,2281059.0,2313449.3484
1694563200000.0,1.0104,1.0333,1.006,1.0256,6662971.0,6807380.1835,35683.0,3413860.0,3487325.4507
1694566800000.0,1.0257,1.04,1.023,1.0378,9835969.0,10169451.8525,38135.0,4903431.0,5069628.5566
1694570400000.0,1.0377,1.0399,1.0226,1.0363,9309346.0,9607007.5659,33912.0,4967983.0,5129162.3052
1694574000000.0,1.0362,1.0376,1.0118,1.017,7574521.0,7777047.8545,37874.0,3274755.0,3363537.829
1694577600000.0,1.017,1.0235,1.0132,1.0195,3446479.0,3510698.14,18927.0,1763842.0,1796770.0058
1694581200000.0,1.0196,1.0267,0.9925,0.9998,8970203.0,9039185.3529,41806.0,3910273.0,3942115.8556
1694584800000.0,0.9998,1.0017,0.9747,0.984,11952204.0,11754392.189,51020.0,5795381.0,5698972.8491
1694588400000.0,0.9839,1.035,0.9709,0.9854,25694777.0,25591495.1324,118779.0,13084829.0,13040148.5945
1694592000000.0,0.9857,1.0117,0.985,1.0033,12041496.0,12021066.5439,48655.0,6052050.0,6040986.8214
1694595600000.0,1.0033,1.0192,0.9992,1.0152,9325700.0,9432864.4948,42526.0,4488853.0,4540605.7707
1694599200000.0,1.0152,1.0178,1.0005,1.0067,6828428.0,6882907.4964,30687.0,3219959.0,3245936.2112
1694602800000.0,1.0065,1.0182,1.0023,1.0025,8621793.0,8692951.2606,33431.0,4167327.0,4202536.5389
1694606400000.0,1.0025,1.0115,0.985,1.0087,10670577.0,10707028.4189,50298.0,5596938.0,5618789.3432
1694610000000.0,1.0087,1.0142,1.0014,1.009,5149188.0,5188157.9821,28261.0,2451672.0,2470679.7262
1694613600000.0,1.0089,1.0314,0.9972,1.0207,11907948.0,12052059.8088,50280.0,6050048.0,6123913.3783
1694617200000.0,1.0207,1.0371,1.0202,1.0236,10328076.0,10621175.4414,48318.0,4913282.0,5053647.831
1694620800000.0,1.0236,1.0333,1.0177,1.0237,6398413.0,6562475.9101,35649.0,3361765.0,3448402.1942
1694624400000.0,1.0236,1.0341,1.0061,1.0085,9664045.0,9853712.7181,56360.0,4401095.0,4490771.9343
1694628000000.0,1.0086,1.0125,1.0031,1.0069,4062256.0,4095204.3788,25794.0,2119392.0,2136873.1293
1694631600000.0,1.0068,1.0161,1.0046,1.0108,3534830.0,3575822.6743,22115.0,1802523.0,1823426.336
1694635200000.0,1.0108,1.0163,1.0073,1.0163,2774559.0,2805390.6844,16319.0,1433332.0,1449496.4557
1694638800000.0,1.0163,1.0254,1.0143,1.0191,3104946.0,3168451.6898,15903.0,1630804.0,1664385.7872
1694642400000.0,1.0192,1.0254,1.0127,1.0169,2875126.0,2930286.7604,17052.0,1232206.0,1256128.1666
1694646000000.0,1.017,1.0183,1.0082,1.0117,2714360.0,2749264.0049,16777.0,1288673.0,1305460.4793
1694649600000.0,1.0117,1.0446,1.0112,1.042,10230401.0,10545594.9308,48422.0,5582950.0,5757272.7518
1694653200000.0,1.0419,1.0421,1.0007,1.0012,10239398.0,10467233.4953,55322.0,4362863.0,4460575.135
1694656800000.0,1.0012,1.0137,1.0011,1.0126,5266124.0,5297496.7589,27349.0,2965466.0,2983283.538
1694660400000.0,1.0126,1.0158,0.9958,1.0031,6242653.0,6263292.691,28306.0,2850918.0,2860963.3509
1694664000000.0,1.0031,1.0093,0.9969,1.0016,3883626.0,3892597.2988,22137.0,1890116.0,1894705.5165
1694667600000.0,1.0017,1.0084,1.0003,1.0064,3686346.0,3702154.6164,20867.0,1913512.0,1922050.6987
1694671200000.0,1.0063,1.0158,1.0038,1.0139,4182832.0,4223412.2431,24578.0,2140040.0,2161448.4396
1694674800000.0,1.0139,1.0148,1.0065,1.0111,3359965.0,3398417.299,22566.0,1628134.0,1647107.0453
1694678400000.0,1.0109,1.0151,1.0032,1.0071,3637140.0,3666036.987,21308.0,1643245.0,1656616.6138
1694682000000.0,1.0071,1.0113,0.9956,1.0024,4870670.0,4883381.5318,24392.0,2000858.0,2006423.5011
1694685600000.0,1.0024,1.0086,0.9994,1.006,2723798.0,2735219.2374,16731.0,1331132.0,1337094.8696
1694689200000.0,1.0059,1.008,0.9978,1.0047,3236958.0,3247717.6841,20202.0,1612649.0,1618251.1135
1694692800000.0,1.0049,1.0128,0.9992,1.0073,5766193.0,5798887.6471,35253.0,2805964.0,2822340.003
1694696400000.0,1.0073,1.026,1.0054,1.0169,9100122.0,9244371.089,53941.0,4677479.0,4752216.0628
1694700000000.0,1.017,1.032,1.0084,1.0274,6812738.0,6951537.594,42502.0,3317070.0,3385235.5173
1694703600000.0,1.0274,1.0318,1.012,1.0179,4888456.0,4980320.3939,31100.0,2288413.0,2332114.7215
1694707200000.0,1.0179,1.0276,1.012,1.0212,3858868.0,3931320.4239,25448.0,1893599.0,1929522.1762
1694710800000.0,1.0212,1.0534,1.0191,1.0506,8796410.0,9118600.9894,41676.0,4587916.0,4757156.0368
1694714400000.0,1.0506,1.1165,1.0501,1.0869,42798671.0,46800226.3259,220037.0,21538733.0,23550620.7815
1694718000000.0,1.0868,1.0941,1.0759,1.0851,15722211.0,17039166.295,79732.0,7489086.0,8118521.4339
1694721600000.0,1.0852,1.0938,1.0781,1.0789,10727138.0,11653814.5078,54767.0,5063398.0,5502205.0532
1694725200000.0,1.0789,1.099,1.0787,1.0981,9264363.0,10106269.3431,43851.0,5001415.0,5458181.1027
1694728800000.0,1.0981,1.1172,1.0906,1.0935,16069138.0,17759163.6972,73328.0,7798553.0,8622770.472
1694732400000.0,1.0935,1.0953,1.0654,1.0674,13978428.0,15126363.2932,65841.0,5946966.0,6441779.5364
1694736000000.0,1.0674,1.0716,1.0455,1.0548,14531441.0,15360405.0295,65250.0,7356062.0,7777148.9176
1694739600000.0,1.0548,1.0664,1.047,1.0628,6911599.0,7321418.3722,35346.0,3424627.0,3629044.5919
1694743200000.0,1.0628,1.08,1.0627,1.0731,7523175.0,8067987.104,37499.0,3745516.0,4016504.295
1694746800000.0,1.0731,1.0805,1.0639,1.0769,6157326.0,6598077.4363,30660.0,3121593.0,3346427.9767
1694750400000.0,1.0769,1.0826,1.0627,1.0751,7061891.0,7571883.534,34814.0,3574373.0,3833544.3719
1694754000000.0,1.0751,1.086,1.0724,1.0848,5980483.0,6458440.646,34141.0,3077148.0,3323701.1614
1694757600000.0,1.0848,1.085,1.066,1.0694,5510146.0,5921992.0336,30800.0,2528348.0,2717051.9318
1694761200000.0,1.0694,1.0707,1.0559,1.0657,6256266.0,6649181.1295,34665.0,2974671.0,3162432.9397
1694764800000.0,1.0658,1.0942,1.0555,1.0907,11825584.0,12770239.1934,57523.0,6266689.0,6771391.7438
1694768400000.0,1.0908,1.1052,1.0827,1.0975,13220996.0,14475267.321,66218.0,6603532.0,7231841.9054
1694772000000.0,1.0974,1.1391,1.0974,1.1198,30674176.0,34423633.6223,137440.0,15657713.0,17568360.3378
1694775600000.0,1.1198,1.1311,1.103,1.1098,19762813.0,22061220.7083,91108.0,9137081.0,10203575.303
1694779200000.0,1.1098,1.1266,1.1029,1.1143,13566848.0,15128837.2808,73222.0,6535932.0,7291575.8929
1694782800000.0,1.1144,1.1549,1.1105,1.1317,22388214.0,25413818.814,109276.0,11466275.0,13015154.1837
1694786400000.0,1.1318,1.149,1.1158,1.1217,20191720.0,22859662.5639,95722.0,9634487.0,10911102.6315
1694790000000.0,1.1216,1.1654,1.1205,1.1581,16889812.0,19265432.7143,81910.0,9082681.0,10361402.5299
1694793600000.0,1.1581,1.2351,1.153,1.2257,58543162.0,69488949.2659,245447.0,31069029.0,36879008.5066
1694797200000.0,1.2256,1.2363,1.201,1.2163,38183227.0,46387870.3484,181151.0,18663254.0,22678530.7877
1694800800000.0,1.2164,1.288,1.2132,1.2809,46129605.0,57786923.1338,207687.0,24235627.0,30367984.9852
