timestamp,open,high,low,close,volume,quote_asset_volume,n_trades,taker_buy_base_volume,taker_buy_quote_volume
1694562120000.0,1.0148,1.0156,1.0094,1.0124,640400.0,648140.2052,1956.0,184882.0,187201.3961
1694562300000.0,1.0124,1.0125,1.007,1.0105,357976.0,361373.3179,1739.0,160547.0,162069.5469
1694562480000.0,1.0104,1.0109,1.0091,1.0098,155115.0,156679.396,881.0,75188.0,75948.2764
1694562660000.0,1.0098,1.0122,1.0098,1.0112,191976.0,194085.0899,805.0,112512.0,113748.5947
1694562840000.0,1.0112,1.0131,1.0096,1.0102,184355.0,186445.4435,1170.0,83794.0,84770.5155
1694563020000.0,1.0102,1.0107,1.0084,1.0104,166384.0,167983.7692,961.0,80942.0,81722.3647
1694563200000.0,1.0104,1.0119,1.0082,1.0091,326107.0,329378.6706,1873.0,135309.0,136671.8831
1694563380000.0,1.0091,1.0096,1.006,1.0069,399005.0,402069.059,2213.0,151617.0,152816.6193
1694563560000.0,1.007,1.0134,1.0068,1.0131,274016.0,276683.1865,1510.0,181452.0,183260.7391
1694563740000.0,1.0131,1.0184,1.0127,1.0182,418453.0,424837.4764,2160.0,296283.0,300804.711
1694563920000.0,1.0182,1.0213,1.017,1.0173,690458.0,703965.3532,3200.0,462767.0,471883.3863
1694564100000.0,1.0173,1.0216,1.0169,1.0208,333025.0,339532.3811,1768.0,197470.0,201333.2008
1694564280000.0,1.0208,1.0222,1.0199,1.0213,190534.0,194559.4477,1150.0,98545.0,100639.8912
1694564460000.0,1.0213,1.0245,1.021,1.024,258657.0,264771.8346,1522.0,159438.0,163205.5392
1694564640000.0,1.0239,1.0275,1.0229,1.0232,328893.0,337221.8913,1787.0,167361.0,171647.3082
1694564820000.0,1.0232,1.0269,1.0225,1.0265,183508.0,187945.723,1092.0,104918.0,107481.8606
1694565000000.0,1.0265,1.0279,1.0224,1.0226,391918.0,401872.8789,2216.0,153030.0,156978.4229
1694565180000.0,1.0227,1.0274,1.0213,1.0269,239862.0,245463.0831,1487.0,118580.0,121405.1461
1694565360000.0,1.0268,1.031,1.0252,1.0302,376124.0,386639.6072,2137.0,213955.0,220008.508
1694565540000.0,1.0301,1.0333,1.0287,1.0327,342496.0,352963.8492,2113.0,186600.0,192343.2661
1694565720000.0,1.0328,1.0333,1.0297,1.0309,191622.0,197627.7652,1280.0,79239.0,81733.1785
1694565900000.0,1.0308,1.0308,1.0217,1.0227,683310.0,701040.4791,2667.0,201527.0,206733.6899
1694566080000.0,1.0226,1.0242,1.021,1.0236,358021.0,366046.386,1636.0,188822.0,193087.2327
1694566260000.0,1.0234,1.0281,1.0231,1.0255,353263.0,362483.2981,1821.0,176014.0,180602.5706
1694566440000.0,1.0254,1.0275,1.024,1.0268,163498.0,167684.9941,1041.0,71200.0,73024.7551
1694566620000.0,1.0268,1.0288,1.0255,1.0256,160201.0,164592.8192,1010.0,69733.0,71663.542
1694566800000.0,1.0257,1.0278,1.023,1.0256,252872.0,259253.736,1620.0,119759.0,122796.1278
1694566980000.0,1.0257,1.0312,1.0256,1.031,245966.0,253072.4848,1461.0,167743.0,172600.025
1694567160000.0,1.0309,1.0309,1.028,1.0282,213653.0,219954.221,1040.0,73805.0,75981.023
1694567340000.0,1.0283,1.0311,1.0272,1.0307,169839.0,174681.8623,918.0,95561.0,98308.2423
1694567520000.0,1.0306,1.0329,1.0294,1.0295,208798.0,215280.4983,1431.0,103387.0,106615.2487
1694567700000.0,1.0295,1.0338,1.0287,1.0331,281079.0,290046.2543,1680.0,165677.0,170966.6425
1694567880000.0,1.0331,1.0347,1.0327,1.0339,307239.0,317654.082,1452.0,191235.0,197729.396
1694568060000.0,1.0339,1.0343,1.0285,1.0291,333047.0,343456.164,1722.0,129361.0,133422.5605
1694568240000.0,1.0291,1.0336,1.028,1.0283,784049.0,808478.6287,2561.0,460861.0,475289.0626
1694568420000.0,1.0283,1.029,1.0258,1.029,236495.0,243034.9104,1245.0,108894.0,111937.7294
1694568600000.0,1.0289,1.0309,1.0261,1.0305,317974.0,327077.1294,1399.0,196148.0,201816.028
1694568780000.0,1.0305,1.0344,1.0303,1.0333,346067.0,357428.242,1749.0,204681.0,211380.7354
1694568960000.0,1.0332,1.0346,1.0323,1.0334,165787.0,171317.264,1001.0,75478.0,78002.6931
1694569140000.0,1.0334,1.0339,1.0309,1.032,170327.0,175803.9566,1083.0,66463.0,68612.2741
1694569320000.0,1.032,1.0337,1.029,1.0321,202700.0,209086.3638,1322.0,84658.0,87332.7348
1694569500000.0,1.0321,1.0321,1.0278,1.0292,221342.0,227863.7925,1457.0,71409.0,73518.4299
1694569680000.0,1.0291,1.0337,1.029,1.0335,239045.0,246442.4333,1238.0,131688.0,135803.7269
1694569860000.0,1.0335,1.0378,1.0327,1.0373,863499.0,893976.865,3333.0,467975.0,484613.1244
1694570040000.0,1.0374,1.0379,1.0336,1.0347,1411626.0,1462069.0407,4082.0,710588.0,736070.2537
1694570220000.0,1.0346,1.04,1.0344,1.0378,2864565.0,2973473.9234,6341.0,1278060.0,1326832.4985
1694570400000.0,1.0377,1.0399,1.0265,1.0344,4017692.0,4155656.7661,8072.0,2230193.0,2307681.7313
1694570580000.0,1.0343,1.0343,1.0284,1.0287,336280.0,346515.0277,1623.0,135667.0,139789.792
1694570760000.0,1.0288,1.03,1.0284,1.0285,174520.0,179592.5959,960.0,103288.0,106297.8543
1694570940000.0,1.0284,1.029,1.0243,1.0256,406550.0,417130.5685,1871.0,129431.0,132819.2686
1694571120000.0,1.0256,1.0285,1.0249,1.0269,184010.0,188917.761,1111.0,99747.0,102407.2667
1694571300000.0,1.027,1.0278,1.0261,1.0266,135898.0,139548.4033,674.0,62747.0,64436.2374
1694571480000.0,1.0266,1.0269,1.0247,1.0251,198256.0,203391.6581,965.0,88187.0,90490.5654
1694571660000.0,1.0251,1.0255,1.0226,1.0253,243852.0,249755.2056,1091.0,103037.0,105556.165
1694571840000.0,1.0253,1.027,1.0251,1.027,232873.0,238981.8933,805.0,159719.0,163901.2711
1694572020000.0,1.0271,1.0294,1.027,1.027,242983.0,249869.7892,1089.0,152470.0,156793.7629
1694572200000.0,1.0269,1.0291,1.026,1.0264,137096.0,140834.5949,882.0,75804.0,77878.8572
1694572380000.0,1.0265,1.0269,1.0251,1.0256,144475.0,148232.4855,796.0,61879.0,63491.6934
1694572560000.0,1.0256,1.0268,1.0242,1.0254,159228.0,163319.2973,872.0,73625.0,75523.5655
1694572740000.0,1.0255,1.0265,1.0242,1.0263,157613.0,161599.2904,919.0,76303.0,78244.235
1694572920000.0,1.0263,1.0298,1.0263,1.0294,293242.0,301637.9395,1522.0,149542.0,153831.6481
1694573100000.0,1.0294,1.0337,1.0285,1.0312,343209.0,354093.5366,1865.0,210065.0,216726.9437
1694573280000.0,1.0312,1.0356,1.0312,1.0329,275209.0,284519.2264,1664.0,142304.0,147117.7325
1694573460000.0,1.0329,1.0388,1.0319,1.0378,770596.0,797951.4067,2914.0,446968.0,462919.9768
1694573640000.0,1.0378,1.0379,1.0312,1.0328,436315.0,451140.5902,2357.0,162496.0,167994.2163
1694573820000.0,1.0329,1.0379,1.0325,1.0363,419449.0,434319.5297,1860.0,304511.0,315259.522
1694574000000.0,1.0362,1.0376,1.034,1.0352,250646.0,259590.6416,1502.0,116123.0,120278.9696
1694574180000.0,1.0352,1.0376,1.0326,1.0357,382964.0,396173.5949,1788.0,153265.0,158596.0916
1694574360000.0,1.0357,1.0366,1.0325,1.0334,270981.0,280411.4952,1323.0,88210.0,91303.1052
1694574540000.0,1.0334,1.0339,1.0309,1.031,161905.0,167171.6836,941.0,52689.0,54412.551
1694574720000.0,1.031,1.0343,1.0271,1.0336,660000.0,679761.4277,2735.0,265710.0,273814.3192
1694574900000.0,1.0338,1.0347,1.0318,1.0335,166705.0,172291.8248,1074.0,94848.0,98034.6441
1694575080000.0,1.0335,1.0369,1.0329,1.0361,296377.0,306772.6503,1331.0,175812.0,181989.8241
1694575260000.0,1.036,1.0369,1.0335,1.0368,376758.0,390133.3196,1689.0,252069.0,261021.1414
1694575440000.0,1.0368,1.0372,1.0335,1.0346,293650.0,304097.8102,1457.0,146190.0,151394.3301
1694575620000.0,1.0346,1.0365,1.03,1.031,339151.0,350216.8736,1883.0,112881.0,116590.725
1694575800000.0,1.0309,1.0334,1.0292,1.0325,292398.0,301468.3406,1737.0,139357.0,143690.3432
1694575980000.0,1.0324,1.0334,1.0312,1.0314,191784.0,197985.3539,963.0,81571.0,84225.8108
1694576160000.0,1.0313,1.0314,1.0263,1.0287,438940.0,451572.9384,1964.0,152901.0,157299.8078
1694576340000.0,1.0286,1.0301,1.0266,1.0276,254988.0,262200.9759,1450.0,116808.0,120112.6481
1694576520000.0,1.0276,1.0286,1.0222,1.0239,474991.0,486910.5633,2529.0,145823.0,149591.7237
1694576700000.0,1.024,1.0254,1.0154,1.0179,802425.0,819483.5712,3902.0,268425.0,274296.3381
1694576880000.0,1.0178,1.019,1.0157,1.0173,675923.0,687749.892,3143.0,297575.0,302828.1486
1694577060000.0,1.0174,1.0175,1.0118,1.0144,742513.0,753171.5404,3562.0,345378.0,350376.016
1694577240000.0,1.0145,1.0191,1.0145,1.018,310626.0,315839.2446,1732.0,167594.0,170422.6555
1694577420000.0,1.0181,1.0185,1.0159,1.017,190796.0,194044.1127,1169.0,101526.0,103258.6359
1694577600000.0,1.017,1.019,1.0132,1.0137,462278.0,470238.3561,2319.0,232376.0,236486.0309
1694577780000.0,1.0137,1.0167,1.0135,1.0167,184542.0,187366.7245,1101.0,113580.0,115306.49
1694577960000.0,1.0167,1.017,1.0132,1.0143,199982.0,203008.2058,1082.0,89932.0,91307.2008
1694578140000.0,1.0144,1.0157,1.0137,1.0155,179791.0,182424.5151,997.0,85175.0,86439.0809
1694578320000.0,1.0155,1.0178,1.0143,1.0172,214579.0,218048.7567,1122.0,141038.0,143327.6681
1694578500000.0,1.0172,1.0197,1.0172,1.0192,251303.0,256033.3957,1311.0,160755.0,163776.7735
1694578680000.0,1.0193,1.021,1.0186,1.0209,141401.0,144181.1217,944.0,84712.0,86395.0752
1694578860000.0,1.0209,1.0235,1.0203,1.0203,339601.0,347001.1602,1723.0,159984.0,163479.557
1694579040000.0,1.0204,1.0216,1.0196,1.0203,135787.0,138584.2618,747.0,57517.0,58710.0843
1694579220000.0,1.0204,1.021,1.0184,1.0184,151561.0,154510.2351,731.0,57931.0,59058.5675
1694579400000.0,1.0184,1.021,1.0183,1.02,156533.0,159601.9021,1007.0,73479.0,74930.0846
1694579580000.0,1.02,1.021,1.0189,1.0201,157875.0,161024.0742,875.0,76348.0,77872.3941
1694579760000.0,1.0201,1.0211,1.0191,1.0207,100135.0,102162.5914,570.0,41068.0,41901.4084
1694579940000.0,1.0208,1.0223,1.0183,1.0197,154852.0,157985.8425,785.0,74962.0,76505.2403
1694580120000.0,1.0196,1.0199,1.0182,1.0191,89857.0,91561.6452,513.0,34170.0,34821.6796
1694580300000.0,1.0191,1.0196,1.0182,1.0191,77212.0,78668.7703,507.0,41564.0,42347.2125
1694580480000.0,1.0191,1.0212,1.0191,1.0209,188514.0,192328.6511,923.0,119214.0,121626.5875
1694580660000.0,1.021,1.022,1.0196,1.021,77133.0,78744.4583,580.0,35389.0,36129.1322
1694580840000.0,1.0209,1.0218,1.0192,1.0196,104318.0,106442.4242,561.0,43465.0,44356.5187
1694581020000.0,1.0197,1.0203,1.0189,1.0195,79225.0,80781.048,529.0,41183.0,41993.2197
1694581200000.0,1.0196,1.0218,1.0196,1.0218,121798.0,124350.4688,869.0,75577.0,77159.9365
1694581380000.0,1.0217,1.0246,1.0216,1.0243,277418.0,283816.3697,1289.0,171705.0,175664.5279
1694581560000.0,1.0245,1.0264,1.0228,1.024,252752.0,258973.8499,1381.0,140968.0,144450.05
1694581740000.0,1.0241,1.0267,1.0222,1.0226,285861.0,293031.4269,1573.0,155462.0,159389.653
1694581920000.0,1.0225,1.0227,1.0193,1.0215,300723.0,307002.3392,1581.0,127416.0,130081.4423
1694582100000.0,1.0215,1.0232,1.0182,1.0182,238714.0,243642.3803,1450.0,91962.0,93903.4875
1694582280000.0,1.0183,1.019,1.007,1.0092,1308512.0,1325125.2917,5098.0,370737.0,375435.3441
1694582460000.0,1.0091,1.0105,1.0056,1.0088,600964.0,605831.3322,3113.0,299528.0,302003.2766
1694582640000.0,1.0088,1.0108,1.0052,1.0105,415664.0,419064.7711,1832.0,191921.0,193579.5376
1694582820000.0,1.0106,1.0119,1.0091,1.0092,237188.0,239764.5695,1442.0,139647.0,141184.1759
1694583000000.0,1.0093,1.0093,1.0011,1.0022,945385.0,950783.6589,3768.0,334880.0,337049.0962
1694583180000.0,1.0022,1.0062,1.002,1.0058,372485.0,374104.8472,2047.0,211325.0,212260.4319
1694583360000.0,1.0059,1.0062,1.0027,1.0042,340056.0,341497.5175,1562.0,139397.0,140035.1141
1694583540000.0,1.0043,1.0068,1.0022,1.0023,472933.0,475083.3438,1925.0,191113.0,192000.4253
1694583720000.0,1.0023,1.0029,0.9944,0.9952,960076.0,958807.3468,4147.0,289062.0,288790.4922
1694583900000.0,0.9952,1.0005,0.9925,1.0004,705287.0,702832.7826,3127.0,356608.0,355543.7522
1694584080000.0,1.0004,1.0027,0.9991,1.0027,341224.0,341532.1897,1688.0,185351.0,185542.5315
1694584260000.0,1.0027,1.0036,0.9992,0.9995,299751.0,300199.4213,1391.0,153743.0,153980.284
1694584440000.0,0.9996,1.0028,0.9992,1.0005,289393.0,289789.6004,1422.0,177700.0,177925.6527
1694584620000.0,1.0004,1.001,0.9988,0.9998,204019.0,203951.8454,1101.0,106171.0,106136.6441
1694584800000.0,0.9998,1.0017,0.9868,0.9884,1332399.0,1325255.552,5711.0,482511.0,480269.325
1694584980000.0,0.9884,0.9907,0.9783,0.9818,1765032.0,1738729.4457,7689.0,693633.0,683928.283
1694585160000.0,0.9817,0.9824,0.9754,0.9755,1241461.0,1216532.2525,5573.0,565326.0,554198.8943
1694585340000.0,0.9755,0.9815,0.9747,0.981,1225806.0,1198364.2443,4930.0,701202.0,685803.4247
1694585520000.0,0.9808,0.9816,0.978,0.9805,476023.0,466333.5802,2254.0,255600.0,250415.7803
1694585700000.0,0.9806,0.9833,0.9797,0.9829,539348.0,529407.786,2064.0,290939.0,285631.1003
1694585880000.0,0.9829,0.9853,0.9826,0.9846,323955.0,318806.3614,1449.0,200845.0,197645.108
1694586060000.0,0.9846,0.9872,0.9838,0.9864,261922.0,258045.6744,1276.0,186931.0,184183.6302
1694586240000.0,0.9864,0.9875,0.9841,0.9867,252292.0,248806.1045,1269.0,131691.0,129895.6029
1694586420000.0,0.9867,0.9894,0.9863,0.9887,249833.0,246915.0509,1126.0,145028.0,143339.6387
1694586600000.0,0.9886,0.9888,0.9838,0.985,275945.0,272222.7463,1408.0,77979.0,76938.5557
1694586780000.0,0.985,0.987,0.9845,0.9864,229438.0,226153.5949,1104.0,138821.0,136838.4404
1694586960000.0,0.9866,0.9868,0.983,0.9835,175463.0,172784.5534,1027.0,85107.0,83813.4695
1694587140000.0,0.9835,0.986,0.9822,0.9859,481111.0,473325.8352,1565.0,319249.0,314132.5013
1694587320000.0,0.9857,0.9867,0.9771,0.9809,1005828.0,985809.6556,3794.0,366929.0,359446.4962
1694587500000.0,0.9808,0.9815,0.9754,0.9767,602856.0,589610.1457,2278.0,232012.0,226964.9941
1694587680000.0,0.9768,0.9804,0.9761,0.9799,399454.0,390765.5543,1672.0,249532.0,244142.9353
1694587860000.0,0.98,0.9859,0.9799,0.9854,520262.0,511571.7527,2219.0,369555.0,363366.3943
1694588040000.0,0.9854,0.987,0.9833,0.9838,451846.0,445404.4348,1738.0,220747.0,217639.0747
1694588220000.0,0.9838,0.984,0.9827,0.984,141930.0,139547.8642,874.0,81744.0,80379.2002
1694588400000.0,0.9839,0.9845,0.9794,0.9826,403869.0,396637.383,2100.0,157426.0,154602.4721
1694588580000.0,0.9826,0.9835,0.9806,0.9834,292109.0,286798.7178,1506.0,196558.0,192995.5779
1694588760000.0,0.9835,0.9865,0.9834,0.9846,284955.0,280730.9678,1544.0,143352.0,141224.3732
1694588940000.0,0.9845,0.9859,0.9818,0.9821,241083.0,237349.3959,1294.0,110308.0,108635.1105
1694589120000.0,0.9821,0.985,0.9821,0.9844,211851.0,208323.1991,1282.0,135696.0,133437.7378
1694589300000.0,0.9845,0.9861,0.984,0.9841,185033.0,182262.1201,1041.0,104401.0,102841.565
1694589480000.0,0.9841,0.9851,0.9819,0.9833,264508.0,260135.0205,1525.0,143680.0,141316.8952
1694589660000.0,0.9832,0.9833,0.9793,0.9793,391699.0,384338.3044,1738.0,125063.0,122783.2388
1694589840000.0,0.9793,0.9801,0.9754,0.9759,619094.0,605105.7359,2804.0,249975.0,244325.2688
1694590020000.0,0.9758,0.9801,0.9755,0.9791,339276.0,331876.3763,1555.0,235239.0,230083.9171
1694590200000.0,0.9791,0.9798,0.9751,0.976,283643.0,277130.1977,1554.0,119530.0,116824.7422
1694590380000.0,0.9758,0.9758,0.9709,0.9744,1149470.0,1118391.4701,4729.0,430422.0,418874.2421
1694590560000.0,0.9744,1.02,0.9724,1.0176,2403913.0,2399365.8514,9008.0,1578697.0,1572532.0777
1694590740000.0,1.0176,1.035,1.0047,1.011,6588730.0,6695221.1939,31848.0,3442710.0,3500839.3471
1694590920000.0,1.011,1.0222,0.9747,0.9838,5304194.0,5287713.1463,23749.0,2269223.0,2265115.0639
1694591100000.0,0.9841,0.9899,0.9787,0.9893,2975876.0,2929267.6023,13081.0,1656685.0,1630987.5685
1694591280000.0,0.9894,0.9932,0.9851,0.9875,1610126.0,1592566.8476,6997.0,905117.0,895327.5204
1694591460000.0,0.9876,0.9916,0.9862,0.9893,825683.0,816491.4852,4564.0,452414.0,447429.3702
1694591640000.0,0.9893,0.9911,0.9854,0.9856,698482.0,690126.3954,3584.0,365075.0,360716.7698
1694591820000.0,0.9857,0.9868,0.9826,0.9854,621183.0,611663.7217,3276.0,263258.0,259255.7362
1694592000000.0,0.9857,0.9911,0.985,0.9896,1176245.0,1162904.9556,4782.0,585285.0,578591.7596
1694592180000.0,0.9896,0.9939,0.9895,0.9929,1090108.0,1081188.6526,4010.0,593191.0,588380.4142
1694592360000.0,0.9929,0.993,0.9882,0.991,477600.0,473074.9549,1933.0,176549.0,174911.0862
1694592540000.0,0.991,0.9927,0.9896,0.9926,453091.0,449144.6436,1783.0,200243.0,198517.8954
1694592720000.0,0.9927,0.993,0.9886,0.9896,375941.0,372397.3694,1530.0,149628.0,148222.1815
1694592900000.0,0.9897,0.9918,0.9864,0.9873,334562.0,330753.9739,1732.0,157432.0,155682.4668
1694593080000.0,0.9874,0.9934,0.986,0.9929,355706.0,352406.7944,1813.0,218220.0,216198.6085
1694593260000.0,0.9929,0.9989,0.992,0.9987,1265039.0,1260752.7272,4215.0,831970.0,829152.1318
1694593440000.0,0.9988,1.0117,0.997,1.0102,2259493.0,2271857.7182,7753.0,1296632.0,1303297.8304
1694593620000.0,1.0102,1.0106,1.003,1.006,961184.0,968454.8633,3141.0,322495.0,324720.3778
1694593800000.0,1.006,1.006,1.0023,1.0029,470038.0,471820.5725,2495.0,238709.0,239628.0957
1694593980000.0,1.003,1.005,0.9999,1.0006,465354.0,466197.2685,2167.0,187775.0,188175.2663
1694594160000.0,1.0009,1.001,0.9964,0.9987,463670.0,462712.8986,2242.0,197381.0,196964.6564
1694594340000.0,0.9987,1.002,0.9981,1.0017,334590.0,334518.4583,1569.0,176578.0,176579.7348
1694594520000.0,1.0016,1.0042,1.0001,1.0027,321270.0,322115.7632,1456.0,146658.0,147053.9527
1694594700000.0,1.0028,1.0067,1.0016,1.0063,271095.0,272132.9937,1367.0,165402.0,166091.1296
1694594880000.0,1.0062,1.0065,1.0022,1.0028,272788.0,273852.0763,1255.0,101350.0,101762.5047
1694595060000.0,1.0028,1.0037,1.0012,1.0021,189663.0,190102.0287,1062.0,73184.0,73362.4032
1694595240000.0,1.0023,1.0031,0.9996,1.0009,211887.0,212116.9786,1042.0,91436.0,91540.5553
1694595420000.0,1.0009,1.0035,0.9997,1.0033,292172.0,292560.8524,1308.0,141932.0,142153.7705
1694595600000.0,1.0033,1.0051,1.0017,1.0017,327538.0,328821.6799,1769.0,170670.0,171360.5196
1694595780000.0,1.0017,1.002,0.9992,1.0005,286629.0,286761.3644,1402.0,125528.0,125600.081
1694595960000.0,1.0006,1.0045,0.9999,1.0042,269380.0,269814.4322,1393.0,146030.0,146280.0975
1694596140000.0,1.0041,1.0143,1.0035,1.0076,962022.0,970734.6101,4010.0,592478.0,597897.9584
1694596320000.0,1.0076,1.01,1.0068,1.0093,290145.0,292601.0668,1375.0,132838.0,133966.4565
1694596500000.0,1.0092,1.0115,1.0077,1.0104,326413.0,329446.8782,1710.0,151499.0,152919.1627
1694596680000.0,1.0105,1.0113,1.0075,1.011,625618.0,631446.3839,2470.0,337163.0,340364.4109
1694596860000.0,1.0111,1.0158,1.0071,1.0117,2042243.0,2066209.2875,6397.0,872059.0,882578.5392
1694597040000.0,1.0118,1.0161,1.0118,1.0146,410314.0,416049.3091,1986.0,186876.0,189507.6612
1694597220000.0,1.0147,1.0171,1.0128,1.014,438094.0,444716.7835,2171.0,201570.0,204631.136
1694597400000.0,1.0138,1.0142,1.0104,1.0108,402718.0,407555.0151,1896.0,153415.0,155253.9775
1694597580000.0,1.0106,1.0159,1.0102,1.0147,384142.0,389063.1262,2129.0,187513.0,189945.8948
1694597760000.0,1.0147,1.0168,1.0126,1.0167,303389.0,307778.4454,1719.0,133357.0,135287.2302
1694597940000.0,1.0166,1.0171,1.0114,1.0166,400999.0,406834.1634,1962.0,176679.0,179278.4988
1694598120000.0,1.0165,1.0174,1.0129,1.0149,293100.0,297421.6216,1633.0,139715.0,141785.3279
1694598300000.0,1.0148,1.016,1.0106,1.0138,269363.0,272918.0872,1535.0,115963.0,117512.1643
1694598480000.0,1.0138,1.0167,1.0137,1.0157,241038.0,244685.2147,1140.0,116541.0,118318.1072
1694598660000.0,1.0157,1.018,1.0149,1.0156,245418.0,249393.7431,1374.0,114459.0,116335.4772
1694598840000.0,1.0155,1.0182,1.0145,1.0159,461723.0,469345.4993,2307.0,222522.0,226190.6245
1694599020000.0,1.016,1.0192,1.0147,1.0152,345414.0,351267.7832,2148.0,211978.0,215592.4453
1694599200000.0,1.0152,1.0178,1.0101,1.0107,607764.0,616049.9921,3181.0,206889.0,209739.2564
1694599380000.0,1.0107,1.0133,1.0099,1.0108,315570.0,319162.9861,1810.0,147509.0,149218.3104
1694599560000.0,1.0109,1.0135,1.0098,1.0112,374696.0,379159.0808,1638.0,188112.0,190373.4842
1694599740000.0,1.0111,1.012,1.0066,1.0109,934263.0,942732.2259,3551.0,444525.0,448789.5115
1694599920000.0,1.0107,1.0108,1.0053,1.0088,1071022.0,1079789.3506,3784.0,476001.0,480033.2639
1694600100000.0,1.0087,1.0096,1.0056,1.0062,336743.0,339158.8259,1476.0,153905.0,155024.9167
1694600280000.0,1.0062,1.0082,1.0051,1.0056,292095.0,294072.9334,1164.0,152682.0,153746.2429
1694600460000.0,1.0055,1.0085,1.0052,1.0085,339059.0,341356.6053,1353.0,192698.0,194073.6251
1694600640000.0,1.0085,1.0109,1.0077,1.0109,201927.0,203846.1981,996.0,129779.0,131023.7491
1694600820000.0,1.0109,1.011,1.0063,1.0063,179073.0,180643.6575,924.0,58907.0,59437.2402
1694601000000.0,1.0064,1.0088,1.0036,1.0054,360932.0,363046.5797,1701.0,133192.0,134017.336
1694601180000.0,1.0053,1.0053,1.0018,1.002,410641.0,412040.319,1936.0,151511.0,152057.3241
1694601360000.0,1.002,1.0043,1.0005,1.0029,309136.0,309898.8014,1506.0,163168.0,163598.7262
1694601540000.0,1.0028,1.0044,1.0025,1.0028,187772.0,188390.9976,841.0,91377.0,91685.6118
1694601720000.0,1.0028,1.0047,1.0025,1.004,131783.0,132272.8686,654.0,78692.0,78989.7901
